reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
8f3de79b-bb99-4fbc-bf24-88261e01dcf5,Sebastian Rodriguez,https://play-lh.googleusercontent.com/a/ACg8ocKmODMnLW353x9YsXHtuJgidRHpz_37CPKbEChYzRkJFIhgoGg=mo,is one of the best and an excellent tool for resolving any doubts you may have.,5,0,1.0.795460806,2026-02-03 23:36:17,,,1.0.795460806,Gemini
2bbd9cc5-368f-4888-8e6e-8ff9dda19deb,Hamzah Sliman,https://play-lh.googleusercontent.com/a/ACg8ocI_g3Zp71O26i-O81LI0i3PH5R481QirOtd0JNTtLc3DgLQyw=mo,❤️❤️❤️,5,0,1.0.795460806,2026-02-03 23:35:50,,,1.0.795460806,Gemini
412cb1f6-c37f-4f21-aa08-1714e58cac63,Sinenhlanhla Ngidi,https://play-lh.googleusercontent.com/a/ACg8ocLlbdDjrwcQxNZzwgfuVivrsZFEpII8DkAOK3hdJfAYnPQtNA=mo,really good app,3,0,1.0.795460806,2026-02-03 23:33:42,,,1.0.795460806,Gemini
9cf0432a-4e69-4c9c-b867-1ef9d54090fe,Sandy Myers,https://play-lh.googleusercontent.com/a/ACg8ocLrmSV-ymZ9qEzX5wMJ7SN3DRYlpN5ivvq8Lm8yqA2P6tPYzQ=mo,hate it! can't even restart my phone with the side button.,1,0,,2026-02-03 23:33:34,"Hi Sandy. That's not the ideal experience. From your device settings, you can change the shortcut for the power button press to either ""Power off menu"" or ""Digital assistant."" If the issue persists, please send feedback via your device. Thank you.",2026-02-04 10:30:58,,Gemini
c0a8ea31-6b96-4dfd-9f34-de85684958df,Kyaw hein,https://play-lh.googleusercontent.com/a-/ALV-UjVKf0G7TdJSQKtcX3TVtX2e4fUm6AJ6M7Nxbu6jCFyqAEpDB0Mm,ok,5,0,1.0.795460806,2026-02-03 23:31:40,,,1.0.795460806,Gemini
0551651b-a336-408e-a89c-4e19ad6404cc,Sylvia Ugonma Onwuka,https://play-lh.googleusercontent.com/a-/ALV-UjWBmIfmZCxmGnqsd1bGl9cGbjpEarW3KqpshBKJQDlJOxocwVvh,Great app,5,0,1.0.795460806,2026-02-03 23:30:09,,,1.0.795460806,Gemini
87272b5f-04c9-42e1-8eab-f30da546728e,K. Kumar Sharma,https://play-lh.googleusercontent.com/a-/ALV-UjVajFieyNdph6hWqT2SdvLGrvpfSniWoE0AEHRVCaaVfbT47YwPEw,love it,5,0,1.0.795460806,2026-02-03 23:29:44,,,1.0.795460806,Gemini
76903838-1ef1-406b-b673-2c5184c6831a,Sushil Sushil,https://play-lh.googleusercontent.com/a-/ALV-UjXho5ThI-0Xg_T4YOwPFilkvG1MgsF7C3IjAuh6J6fEC0oXbWxP,very good,1,0,1.0.795460806,2026-02-03 23:28:35,,,1.0.795460806,Gemini
96b85ee8-46f3-48b3-9d09-0615904526b6,Moyo Gono,https://play-lh.googleusercontent.com/a/ACg8ocIOfmU6oOf_-yVvmS_Y2_mVvq5OG0GkJA1iRQwID504ljz33A=mo,amazing,5,0,,2026-02-03 23:20:09,,,,Gemini
d4ae263c-c147-47a4-ae70-e98243fe2edf,devender sharma,https://play-lh.googleusercontent.com/a/ACg8ocI-EZoMWSot3gsocuRys3N3qMTCvju3R8T8wb-koRNsaGEgTA=mo,fantasting,5,0,1.0.795460806,2026-02-03 23:19:06,,,1.0.795460806,Gemini
