reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion,app_name
073e0b24-2c6b-4351-bda5-72f484ba9ae5,Amir Ahmadi,https://play-lh.googleusercontent.com/a/ACg8ocJVPdXquWuoUS73fizcwzoyOJ3_WyVUtv70YIDiyWWNJmK0Hg=mo,it's nice 💯💯💯,5,0,1.2026.027,2026-02-03 23:37:47,,,1.2026.027,ChatGPT
44f1b191-d729-4fcd-8119-1ef5be9df8a7,Maria Nichols,https://play-lh.googleusercontent.com/a-/ALV-UjXKUKnpqSLNJYddnKcHCPu4GbWNzUGTtylzuGa64twRsB24xXGy,So much fun!! I love the detail and the color!!,5,0,1.2026.027,2026-02-03 23:37:09,,,1.2026.027,ChatGPT
07cc510a-c40d-436d-bdfd-3f65d2e59d15,Beatrice Guzman,https://play-lh.googleusercontent.com/a/ACg8ocKvnnTZW1STjL8vwqzOxZpos0Xg5yanhWftxjnzbVoyhrRBMw=mo,love it. Very impressive 👏,5,0,1.2026.027,2026-02-03 23:36:22,,,1.2026.027,ChatGPT
a064c713-acf2-4031-a1d1-7f30d47c3a07,Masangay Konnah,https://play-lh.googleusercontent.com/a/ACg8ocJjxzpjXQO7s_T81ot7aVO1iVeymjghYL1fzMJ3E-uNAUro=mo,"i think chatGPT is the best,it have good quality of editing and giving good results",5,0,1.2026.013,2026-02-03 23:35:49,,,1.2026.013,ChatGPT
f643c869-5b73-49d9-b10b-12e5645774fc,Sunny Jan,https://play-lh.googleusercontent.com/a/ACg8ocKCjVASux391LiHBxALiQC5Fk4gVyeEvUzkDGVjUowWxcUERw=mo,بسیار عالی امتحان کنید,5,0,1.2026.027,2026-02-03 23:35:49,,,1.2026.027,ChatGPT
2beba1e4-f990-4d77-a7db-6caf513d226c,Zack zanoty,https://play-lh.googleusercontent.com/a/ACg8ocIPs0QRerjh3c9HSEgZF0RisSLJOPXcDat9DYyLbMECj_tmug=mo,App censors asking about epstein really weird look disgusting even,1,0,1.2026.027,2026-02-03 23:35:49,,,1.2026.027,ChatGPT
de7f76af-bbe9-4c71-9711-1f8ed9fadc8a,salehibrahimsocial salehibrahimsocial,https://play-lh.googleusercontent.com/a-/ALV-UjX-kWhrQY0Mxjmn3TzRGE-m5nFPk6XfGlS2hI1kkIy9Loss3Vvd,so nice love it,5,0,1.2026.027,2026-02-03 23:34:39,,,1.2026.027,ChatGPT
be0087e0-9eca-4801-a81a-c53a3af44f61,megan woodward,https://play-lh.googleusercontent.com/a/ACg8ocIMz2fXPZmZfmffdRu8nD5wcCqwpmjwcV-1OmAigoOuY53TSg=mo,resends the same Pic or layout over and over despite being asked to change specific things,1,0,1.2026.020,2026-02-03 23:33:25,,,1.2026.020,ChatGPT
787d1b17-a1c3-41f4-9422-a0150547c06f,Jeff Osborne,https://play-lh.googleusercontent.com/a-/ALV-UjXHcLKdMo-aPbb60GHtT5B75QoU2qjnMi2vLO2FitR9QQwsL9xC,very interesting,5,0,1.2026.027,2026-02-03 23:31:27,,,1.2026.027,ChatGPT
c2a91ded-47d9-4af7-b790-13066b9f330f,Kumar Kumar,https://play-lh.googleusercontent.com/a-/ALV-UjVVIz6g9g4E7gkPyOkmpBzD8bS38PKdhaHq5UbtVhIr9omf2kqb,very good 😊👍👍👍,5,0,1.2026.006,2026-02-03 23:31:14,,,1.2026.006,ChatGPT
